date,hours_after_sunset,risk,reward,bat_landing_to_food,habit,seconds_after_rat_arrival,season,food_availability,rat_arrival_number,bat_landing_number
2018-05-01,5.5,1,0,8.0,bat_fight,932,1,2.930875576,0.0,36.0
2018-05-01,5.5,1,0,52.0,bat_fight,938,1,2.930875576,0.0,36.0
2018-05-01,7.0,0,1,2.0,fast,1,1,2.0,1.0,48.0
2018-05-01,8.0,0,1,4.0,pick,386,1,2.0,1.0,12.0
2018-05-01,8.5,1,0,7.0,rat,257,1,2.0,4.0,6.0
2018-05-01,8.5,0,1,4.0,fast,295,1,2.0,4.0,6.0
2018-05-01,10.5,1,1,19.0,pick_rat_and_bat,125,1,2.0,0.0,4.0
2018-05-01,5.0,1,0,1.0,rat,62,1,3.0,1.0,45.0
2018-05-01,5.0,0,1,5.0,pick,210,1,3.0,1.0,45.0
2018-05-01,5.0,0,1,2.0,fast,177,1,3.0,1.0,45.0
2018-05-01,5.5,0,1,13.0,fast,377,1,2.930875576,0.0,36.0
2018-05-01,5.5,0,1,1.0,fast,915,1,2.930875576,0.0,36.0
2018-05-01,5.5,1,0,40.0,fight_bat,918,1,2.930875576,0.0,36.0
2018-05-13,3.0,1,1,8.0,rat_pick,118,1,3.099320883,3.0,16.0
2018-05-14,6.0,1,0,26.0,bat,482,1,3.0,1.0,37.0
2018-05-14,10.0,1,0,4.0,bat,11,1,3.0,2.0,6.0
2018-05-14,8.0,0,1,14.0,fast,140,1,3.0,1.0,24.0
2018-05-02,-0.0,1,1,6.0,pick_rat,260,1,3.49122807,2.0,22.0
2018-05-02,0.5,1,0,3.0,rat,9,1,3.051499717,2.0,31.0
2018-05-02,0.5,1,0,1.0,rat,51,1,3.051499717,2.0,31.0
2018-05-02,0.5,1,0,1.0,rat,146,1,3.051499717,2.0,31.0
2018-05-02,1.5,0,1,18.0,pick,89,1,3.0,2.0,27.0
2018-05-02,1.5,1,0,1.0,rat,124,1,3.0,2.0,27.0
2018-05-02,1.5,1,0,4.0,rat,317,1,3.0,2.0,27.0
2018-05-02,2.5,0,1,29.0,pick,348,1,3.0,2.0,43.0
2018-05-02,3.5,0,1,1.0,fast,293,1,3.0,5.0,20.0
2018-05-02,4.0,1,1,16.0,rat_and_pick,5,1,3.0,0.0,32.0
2018-05-02,4.0,0,1,1.0,fast,451,1,3.0,0.0,32.0
2018-05-02,4.5,0,1,56.0,pick,379,1,3.0,1.0,47.0
2018-05-03,8.0,1,0,13.0,rat,453,1,2.0,3.0,25.0
2018-05-03,8.0,1,0,1.0,rat_and_bat,566,1,2.0,3.0,25.0
2018-05-03,8.0,0,1,1.0,fast,625,1,2.0,3.0,25.0
2018-05-03,8.5,1,0,20.0,rat,137,1,2.0,3.0,10.0
2018-05-05,2.5,1,0,14.0,rat,264,1,3.0,2.0,20.0
2018-05-05,3.5,1,0,15.0,rat,90,1,3.0,2.0,23.0
2018-05-05,3.5,1,0,23.0,rat,44,1,3.0,2.0,23.0
2018-05-05,4.0,0,1,1.0,fast,62,1,3.0,1.0,21.0
2018-05-06,6.5,1,0,1.0,rat,116,1,3.0,1.0,26.0
2018-05-06,6.5,1,0,3.0,rat,118,1,3.0,1.0,26.0
2018-05-06,6.5,1,0,16.0,bat_fight,202,1,3.0,1.0,26.0
2018-05-06,6.5,1,0,27.0,bat_fight_and_rat,210,1,3.0,1.0,26.0
2018-05-06,6.5,1,0,0.092315438,rat,270,1,3.0,1.0,26.0
2018-05-06,6.5,1,0,16.0,rat,657,1,3.0,1.0,26.0
2018-05-06,7.0,1,0,5.0,rat,783,1,3.0,0.0,16.0
2018-05-06,8.0,1,1,12.0,pick_bat,377,1,3.0,1.0,27.0
2018-05-06,8.5,0,1,1.0,fast,536,1,2.838709677,2.0,21.0
2018-05-06,8.5,1,0,1.0,rat,557,1,2.838709677,2.0,21.0
2018-05-06,8.5,0,1,2.0,fast,581,1,2.838709677,2.0,21.0
2018-05-06,8.5,1,0,12.0,rat,721,1,2.838709677,2.0,21.0
2018-05-06,8.5,0,1,1.0,fast,733,1,2.838709677,2.0,21.0
2018-05-06,8.5,0,1,3.0,fast,737,1,2.838709677,2.0,21.0
2018-05-06,8.5,1,1,50.0,rat_pick,802,1,2.838709677,2.0,21.0
2018-05-06,8.5,0,1,1.0,fast,935,1,2.838709677,2.0,21.0
2018-05-06,9.0,1,0,37.0,rat_and_rat,188,1,2.35,1.0,8.0
2018-05-06,9.5,0,1,1.0,fast,737,1,2.011290323,6.0,19.0
2018-05-06,9.5,1,0,5.0,rat,756,1,2.011290323,6.0,19.0
2018-05-06,9.5,0,1,8.0,pick,808,1,2.011290323,6.0,19.0
2018-05-06,10.0,1,0,19.0,rat,91,1,2.0,1.0,13.0
2018-05-04,1.0,1,0,6.0,rat,54,1,3.0,3.0,16.0
2018-05-04,1.5,0,1,10.0,pick,275,1,3.0,3.0,23.0
2018-05-04,1.5,1,1,17.0,pick_rat,645,1,3.0,3.0,23.0
2018-05-04,3.0,1,1,33.0,rat_pick,131,1,3.0,3.0,27.0
2018-05-04,3.0,0,1,8.0,pick,28,1,3.0,3.0,27.0
2018-05-04,3.0,0,1,1.0,fast,43,1,3.0,3.0,27.0
2018-05-04,4.0,1,0,16.0,rat,167,1,3.0,1.0,20.0
2018-05-05,5.5,1,0,14.0,rat,695,1,3.0,3.0,14.0
2018-05-05,5.5,0,1,19.0,pick,766,1,3.0,3.0,14.0
2018-05-05,6.5,0,1,2.0,fast,13,1,2.871523915,1.0,26.0
2018-05-05,6.5,1,1,46.0,rat_pick,172,1,2.871523915,1.0,26.0
2018-05-05,6.5,0,1,2.0,fast,233,1,2.871523915,1.0,26.0
2018-05-05,7.5,0,1,1.0,fast,81,1,2.015572859,3.0,29.0
2018-05-05,8.0,1,0,1.0,rat,179,1,2.0,2.0,17.0
2018-05-05,8.0,1,0,18.0,rat,237,1,2.0,2.0,17.0
2018-05-05,8.5,0,1,35.0,pick,117,1,2.0,0.0,10.0
2018-05-05,9.5,1,0,38.0,rat,537,1,2.0,0.0,8.0
2018-05-03,-0.0,1,0,1.0,rat,790,1,3.423728814,2.0,23.0
2018-05-03,-0.0,1,1,39.0,rat_and_pick,844,1,3.423728814,2.0,23.0
2018-05-03,-0.0,1,0,4.0,rat,930,1,3.423728814,2.0,23.0
2018-05-03,1.5,1,0,0.042337019,rat,40,1,3.0,3.0,11.0
2018-05-03,4.5,1,1,22.0,rat_and_bat_and_pick,200,1,3.0,2.0,14.0
2018-05-03,4.5,1,0,29.0,bat,260,1,3.0,2.0,14.0
2018-05-03,4.5,0,1,28.0,pick,326,1,3.0,2.0,14.0
2018-05-04,5.0,1,0,5.0,rat,153,1,3.0,1.0,14.0
2018-05-04,5.0,1,0,18.0,rat,764,1,3.0,1.0,14.0
2018-05-04,5.0,1,0,20.0,rat,774,1,3.0,1.0,14.0
2018-05-04,6.5,1,0,0.018395555,rat,9,1,2.906506288,1.0,27.0
2018-05-04,6.5,0,1,4.0,fast,385,1,2.906506288,1.0,27.0
2018-05-04,6.5,1,0,11.0,bat,505,1,2.906506288,1.0,27.0
2018-05-04,6.5,0,1,4.0,fast,519,1,2.906506288,1.0,27.0
2018-05-04,6.5,0,1,10.0,pick,555,1,2.906506288,1.0,27.0
2018-05-04,7.5,1,0,36.0,bat_fight,106,1,2.036085293,5.0,30.0
2018-05-04,7.5,1,0,10.0,bat_fight,142,1,2.036085293,5.0,30.0
2018-05-04,7.5,0,1,1.0,fast,164,1,2.036085293,5.0,30.0
2018-05-04,7.5,0,1,5.0,pick,248,1,2.036085293,5.0,30.0
2018-05-04,7.5,1,0,45.0,rat,484,1,2.036085293,5.0,30.0
2018-05-04,7.5,0,1,0.062233499,fast,547,1,2.036085293,5.0,30.0
2018-05-04,7.5,1,1,6.0,pick_bat,593,1,2.036085293,5.0,30.0
2018-05-04,7.5,0,1,8.0,pick,620,1,2.036085293,5.0,30.0
2018-05-04,7.5,1,0,5.0,rat,636,1,2.036085293,5.0,30.0
2018-05-04,8.0,1,0,8.0,rat,810,1,2.0,0.0,25.0
2018-05-04,8.0,1,0,4.0,rat,23,1,2.0,0.0,25.0
2018-05-04,9.0,1,0,2.0,rat,224,1,2.0,3.0,6.0
2018-05-04,9.0,0,1,1.0,fast,275,1,2.0,3.0,6.0
2018-05-04,9.0,0,1,22.0,pick,310,1,2.0,3.0,6.0
2018-05-03,4.5,0,1,2.0,fast,339,1,3.0,2.0,14.0
