date,hours_after_sunset,risk,reward,bat_landing_to_food,seconds_after_rat_arrival,habit,food_availability,rat_arrival_number,bat_landing_number
2018-05-05,2.5,1,0,14.0,264,rat,3.0,2.0,20.0
2018-05-05,3.5,1,0,15.0,90,rat,3.0,2.0,23.0
2018-05-05,3.5,1,0,23.0,44,rat,3.0,2.0,23.0
2018-05-05,4.0,0,1,1.0,62,fast,3.0,1.0,21.0
2018-05-06,6.5,1,0,1.0,116,rat,3.0,1.0,26.0
2018-05-06,6.5,1,0,3.0,118,rat,3.0,1.0,26.0
2018-05-06,6.5,1,0,16.0,202,bat_fight,3.0,1.0,26.0
2018-05-06,6.5,1,0,27.0,210,bat_fight_and_rat,3.0,1.0,26.0
2018-05-06,6.5,1,0,0.092315438,270,rat,3.0,1.0,26.0
2018-05-06,6.5,1,0,16.0,657,rat,3.0,1.0,26.0
2018-05-06,7.0,1,0,5.0,783,rat,3.0,0.0,16.0
2018-05-06,8.0,1,1,12.0,377,pick_bat,3.0,1.0,27.0
2018-05-06,8.5,0,1,1.0,536,fast,2.838709677,2.0,21.0
2018-05-06,8.5,1,0,1.0,557,rat,2.838709677,2.0,21.0
2018-05-06,8.5,0,1,2.0,581,fast,2.838709677,2.0,21.0
2018-05-06,8.5,1,0,12.0,721,rat,2.838709677,2.0,21.0
2018-05-06,8.5,0,1,1.0,733,fast,2.838709677,2.0,21.0
2018-05-06,8.5,0,1,3.0,737,fast,2.838709677,2.0,21.0
2018-05-06,8.5,1,1,50.0,802,rat_pick,2.838709677,2.0,21.0
2018-05-06,8.5,0,1,1.0,935,fast,2.838709677,2.0,21.0
2018-05-06,9.0,1,0,37.0,188,rat_and_rat,2.35,1.0,8.0
2018-05-06,9.5,0,1,1.0,737,fast,2.011290323,6.0,19.0
2018-05-06,9.5,1,0,5.0,756,rat,2.011290323,6.0,19.0
2018-05-06,9.5,0,1,8.0,808,pick,2.011290323,6.0,19.0
2018-05-06,10.0,1,0,19.0,91,rat,2.0,1.0,13.0
2018-05-04,1.0,1,0,6.0,54,rat,3.0,3.0,16.0
2018-05-04,1.5,0,1,10.0,275,pick,3.0,3.0,23.0
2018-05-04,1.5,1,1,17.0,645,pick_rat,3.0,3.0,23.0
2018-05-04,3.0,1,1,33.0,131,rat_pick,3.0,3.0,27.0
2018-05-04,3.0,0,1,8.0,28,pick,3.0,3.0,27.0
2018-05-04,3.0,0,1,1.0,43,fast,3.0,3.0,27.0
2018-05-04,4.0,1,0,16.0,167,rat,3.0,1.0,20.0
2018-05-05,5.5,1,0,14.0,695,rat,3.0,3.0,14.0
2018-05-05,5.5,0,1,19.0,766,pick,3.0,3.0,14.0
2018-05-05,6.5,0,1,2.0,13,fast,2.871523915,1.0,26.0
2018-05-05,6.5,1,1,46.0,172,rat_pick,2.871523915,1.0,26.0
2018-05-05,6.5,0,1,2.0,233,fast,2.871523915,1.0,26.0
2018-05-05,7.5,0,1,1.0,81,fast,2.015572859,3.0,29.0
2018-05-05,8.0,1,0,1.0,179,rat,2.0,2.0,17.0
2018-05-05,8.0,1,0,18.0,237,rat,2.0,2.0,17.0
2018-05-05,8.5,0,1,35.0,117,pick,2.0,0.0,10.0
2018-05-05,9.5,1,0,38.0,537,rat,2.0,0.0,8.0
2018-05-03,-0.0,1,0,1.0,790,rat,3.423728814,2.0,23.0
2018-05-03,-0.0,1,1,39.0,844,rat_and_pick,3.423728814,2.0,23.0
2018-05-03,-0.0,1,0,4.0,930,rat,3.423728814,2.0,23.0
2018-05-03,1.5,1,0,0.042337019,40,rat,3.0,3.0,11.0
2018-05-03,4.5,1,1,22.0,200,rat_and_bat_and_pick,3.0,2.0,14.0
2018-05-03,4.5,1,0,29.0,260,bat,3.0,2.0,14.0
2018-05-03,4.5,0,1,28.0,326,pick,3.0,2.0,14.0
2018-05-04,5.0,1,0,5.0,153,rat,3.0,1.0,14.0
2018-05-04,5.0,1,0,18.0,764,rat,3.0,1.0,14.0
2018-05-04,5.0,1,0,20.0,774,rat,3.0,1.0,14.0
2018-05-04,6.5,1,0,0.018395555,9,rat,2.906506288,1.0,27.0
2018-05-04,6.5,0,1,4.0,385,fast,2.906506288,1.0,27.0
2018-05-04,6.5,1,0,11.0,505,bat,2.906506288,1.0,27.0
2018-05-04,6.5,0,1,4.0,519,fast,2.906506288,1.0,27.0
2018-05-04,6.5,0,1,10.0,555,pick,2.906506288,1.0,27.0
2018-05-04,7.5,1,0,36.0,106,bat_fight,2.036085293,5.0,30.0
2018-05-04,7.5,1,0,10.0,142,bat_fight,2.036085293,5.0,30.0
2018-05-04,7.5,0,1,1.0,164,fast,2.036085293,5.0,30.0
2018-05-04,7.5,0,1,5.0,248,pick,2.036085293,5.0,30.0
2018-05-04,7.5,1,0,45.0,484,rat,2.036085293,5.0,30.0
2018-05-04,7.5,0,1,0.062233499,547,fast,2.036085293,5.0,30.0
2018-05-04,7.5,1,1,6.0,593,pick_bat,2.036085293,5.0,30.0
2018-05-04,7.5,0,1,8.0,620,pick,2.036085293,5.0,30.0
2018-05-04,7.5,1,0,5.0,636,rat,2.036085293,5.0,30.0
2018-05-04,8.0,1,0,8.0,810,rat,2.0,0.0,25.0
2018-05-04,8.0,1,0,4.0,23,rat,2.0,0.0,25.0
2018-05-04,9.0,1,0,2.0,224,rat,2.0,3.0,6.0
2018-05-04,9.0,0,1,1.0,275,fast,2.0,3.0,6.0
2018-05-04,9.0,0,1,22.0,310,pick,2.0,3.0,6.0
2018-05-03,4.5,0,1,2.0,339,fast,3.0,2.0,14.0
